#    L    TT             EE             TE             PP             TP          
   320    0.32312E+04    0.12786E+02    0.11494E+03    0.16219E+07    0.85114E+03
   321    0.31985E+04    0.12969E+02    0.11444E+03    0.16158E+07    0.84292E+03
   322    0.31660E+04    0.13151E+02    0.11389E+03    0.16097E+07    0.83477E+03
   323    0.31337E+04    0.13332E+02    0.11331E+03    0.16036E+07    0.82667E+03
   324    0.31015E+04    0.13514E+02    0.11269E+03    0.15975E+07    0.81864E+03
   325    0.30696E+04    0.13693E+02    0.11204E+03    0.15915E+07    0.81067E+03
   326    0.30378E+04    0.13873E+02    0.11134E+03    0.15855E+07    0.80276E+03
   327    0.30062E+04    0.14052E+02    0.11061E+03    0.15796E+07    0.79492E+03
   328    0.29749E+04    0.14230E+02    0.10985E+03    0.15737E+07    0.78713E+03
   329    0.29438E+04    0.14407E+02    0.10904E+03    0.15678E+07    0.77941E+03
   330    0.29129E+04    0.14583E+02    0.10820E+03    0.15619E+07    0.77176E+03
   331    0.28823E+04    0.14757E+02    0.10733E+03    0.15561E+07    0.76417E+03
   332    0.28519E+04    0.14932E+02    0.10643E+03    0.15503E+07    0.75664E+03
   333    0.28218E+04    0.15105E+02    0.10550E+03    0.15445E+07    0.74918E+03
   334    0.27920E+04    0.15277E+02    0.10453E+03    0.15388E+07    0.74178E+03
   335    0.27623E+04    0.15446E+02    0.10352E+03    0.15331E+07    0.73445E+03
   336    0.27330E+04    0.15615E+02    0.10248E+03    0.15274E+07    0.72718E+03
   337    0.27040E+04    0.15782E+02    0.10140E+03    0.15218E+07    0.71998E+03
   338    0.26753E+04    0.15947E+02    0.10029E+03    0.15162E+07    0.71285E+03
   339    0.26469E+04    0.16112E+02    0.99152E+02    0.15106E+07    0.70578E+03
   340    0.26188E+04    0.16274E+02    0.97991E+02    0.15050E+07    0.69878E+03
   341    0.25910E+04    0.16434E+02    0.96786E+02    0.14995E+07    0.69185E+03
   342    0.25635E+04    0.16594E+02    0.95552E+02    0.14940E+07    0.68498E+03
   343    0.25364E+04    0.16751E+02    0.94289E+02    0.14885E+07    0.67819E+03
   344    0.25096E+04    0.16906E+02    0.92998E+02    0.14831E+07    0.67146E+03
   345    0.24832E+04    0.17058E+02    0.91677E+02    0.14777E+07    0.66480E+03
   346    0.24571E+04    0.17209E+02    0.90336E+02    0.14723E+07    0.65821E+03
   347    0.24313E+04    0.17358E+02    0.88959E+02    0.14669E+07    0.65169E+03
   348    0.24059E+04    0.17503E+02    0.87553E+02    0.14616E+07    0.64523E+03
   349    0.23809E+04    0.17647E+02    0.86119E+02    0.14563E+07    0.63885E+03
   350    0.23563E+04    0.17788E+02    0.84664E+02    0.14510E+07    0.63254E+03
   351    0.23322E+04    0.17927E+02    0.83181E+02    0.14458E+07    0.62630E+03
   352    0.23082E+04    0.18064E+02    0.81669E+02    0.14405E+07    0.62013E+03
   353    0.22848E+04    0.18198E+02    0.80144E+02    0.14353E+07    0.61403E+03
   354    0.22616E+04    0.18329E+02    0.78583E+02    0.14302E+07    0.60799E+03
   355    0.22390E+04    0.18457E+02    0.77001E+02    0.14250E+07    0.60201E+03
   356    0.22167E+04    0.18583E+02    0.75406E+02    0.14199E+07    0.59610E+03
   357    0.21948E+04    0.18706E+02    0.73783E+02    0.14148E+07    0.59024E+03
   358    0.21734E+04    0.18826E+02    0.72146E+02    0.14097E+07    0.58445E+03
   359    0.21523E+04    0.18942E+02    0.70482E+02    0.14047E+07    0.57871E+03
   360    0.21317E+04    0.19056E+02    0.68800E+02    0.13996E+07    0.57302E+03
   361    0.21115E+04    0.19168E+02    0.67098E+02    0.13946E+07    0.56739E+03
   362    0.20917E+04    0.19276E+02    0.65377E+02    0.13897E+07    0.56181E+03
   363    0.20723E+04    0.19381E+02    0.63639E+02    0.13847E+07    0.55627E+03
   364    0.20534E+04    0.19482E+02    0.61882E+02    0.13798E+07    0.55079E+03
   365    0.20349E+04    0.19581E+02    0.60112E+02    0.13749E+07    0.54534E+03
   366    0.20168E+04    0.19676E+02    0.58324E+02    0.13700E+07    0.53995E+03
   367    0.19992E+04    0.19767E+02    0.56522E+02    0.13651E+07    0.53459E+03
   368    0.19819E+04    0.19855E+02    0.54707E+02    0.13603E+07    0.52927E+03
   369    0.19652E+04    0.19941E+02    0.52877E+02    0.13555E+07    0.52399E+03
   370    0.19490E+04    0.20022E+02    0.51037E+02    0.13507E+07    0.51875E+03
   371    0.19330E+04    0.20100E+02    0.49183E+02    0.13459E+07    0.51354E+03
   372    0.19176E+04    0.20174E+02    0.47321E+02    0.13412E+07    0.50836E+03
   373    0.19026E+04    0.20245E+02    0.45446E+02    0.13365E+07    0.50321E+03
   374    0.18881E+04    0.20313E+02    0.43563E+02    0.13318E+07    0.49809E+03
   375    0.18739E+04    0.20377E+02    0.41671E+02    0.13271E+07    0.49300E+03
   376    0.18603E+04    0.20438E+02    0.39772E+02    0.13225E+07    0.48793E+03
   377    0.18472E+04    0.20494E+02    0.37867E+02    0.13178E+07    0.48289E+03
   378    0.18344E+04    0.20546E+02    0.35954E+02    0.13132E+07    0.47787E+03
   379    0.18221E+04    0.20596E+02    0.34037E+02    0.13087E+07    0.47286E+03
   380    0.18103E+04    0.20642E+02    0.32114E+02    0.13041E+07    0.46788E+03
   381    0.17989E+04    0.20682E+02    0.30189E+02    0.12995E+07    0.46291E+03
   382    0.17878E+04    0.20720E+02    0.28261E+02    0.12950E+07    0.45795E+03
   383    0.17773E+04    0.20753E+02    0.26330E+02    0.12905E+07    0.45300E+03
   384    0.17674E+04    0.20783E+02    0.24399E+02    0.12861E+07    0.44807E+03
   385    0.17577E+04    0.20809E+02    0.22466E+02    0.12816E+07    0.44314E+03
   386    0.17486E+04    0.20832E+02    0.20535E+02    0.12772E+07    0.43822E+03
   387    0.17398E+04    0.20849E+02    0.18604E+02    0.12727E+07    0.43331E+03
   388    0.17315E+04    0.20864E+02    0.16677E+02    0.12684E+07    0.42840E+03
   389    0.17236E+04    0.20872E+02    0.14751E+02    0.12640E+07    0.42348E+03
   390    0.17162E+04    0.20879E+02    0.12831E+02    0.12596E+07    0.41857E+03
   391    0.17092E+04    0.20881E+02    0.10914E+02    0.12553E+07    0.41366E+03
   392    0.17026E+04    0.20881E+02    0.90030E+01    0.12510E+07    0.40874E+03
   393    0.16965E+04    0.20876E+02    0.70979E+01    0.12467E+07    0.40381E+03
   394    0.16908E+04    0.20867E+02    0.52007E+01    0.12424E+07    0.39888E+03
   395    0.16855E+04    0.20853E+02    0.33099E+01    0.12382E+07    0.39393E+03
   396    0.16807E+04    0.20836E+02    0.14293E+01    0.12339E+07    0.38898E+03
   397    0.16762E+04    0.20815E+02   -0.44265E+00    0.12297E+07    0.38401E+03
   398    0.16722E+04    0.20790E+02   -0.23045E+01    0.12255E+07    0.37902E+03
   399    0.16686E+04    0.20761E+02   -0.41552E+01    0.12213E+07    0.37402E+03
   400    0.16653E+04    0.20729E+02   -0.59941E+01    0.12172E+07    0.36900E+03
   401    0.16625E+04    0.20692E+02   -0.78204E+01    0.12130E+07    0.36395E+03
   402    0.16601E+04    0.20650E+02   -0.96333E+01    0.12089E+07    0.35889E+03
   403    0.16581E+04    0.20606E+02   -0.11432E+02    0.12048E+07    0.35381E+03
   404    0.16565E+04    0.20557E+02   -0.13216E+02    0.12007E+07    0.34872E+03
   405    0.16553E+04    0.20504E+02   -0.14984E+02    0.11967E+07    0.34361E+03
   406    0.16544E+04    0.20448E+02   -0.16736E+02    0.11926E+07    0.33850E+03
   407    0.16540E+04    0.20388E+02   -0.18473E+02    0.11886E+07    0.33337E+03
   408    0.16539E+04    0.20324E+02   -0.20190E+02    0.11846E+07    0.32824E+03
   409    0.16542E+04    0.20257E+02   -0.21889E+02    0.11806E+07    0.32310E+03
   410    0.16549E+04    0.20185E+02   -0.23571E+02    0.11766E+07    0.31797E+03
   411    0.16559E+04    0.20111E+02   -0.25232E+02    0.11726E+07    0.31283E+03
   412    0.16573E+04    0.20032E+02   -0.26873E+02    0.11687E+07    0.30769E+03
   413    0.16590E+04    0.19951E+02   -0.28494E+02    0.11648E+07    0.30256E+03
   414    0.16610E+04    0.19865E+02   -0.30093E+02    0.11609E+07    0.29744E+03
   415    0.16635E+04    0.19777E+02   -0.31670E+02    0.11570E+07    0.29232E+03
   416    0.16662E+04    0.19684E+02   -0.33225E+02    0.11531E+07    0.28721E+03
   417    0.16693E+04    0.19589E+02   -0.34758E+02    0.11492E+07    0.28212E+03
   418    0.16726E+04    0.19489E+02   -0.36265E+02    0.11454E+07    0.27704E+03
   419    0.16764E+04    0.19386E+02   -0.37748E+02    0.11416E+07    0.27198E+03
   420    0.16804E+04    0.19281E+02   -0.39207E+02    0.11378E+07    0.26694E+03
   421    0.16848E+04    0.19173E+02   -0.40640E+02    0.11340E+07    0.26192E+03
   422    0.16895E+04    0.19060E+02   -0.42048E+02    0.11302E+07    0.25692E+03
   423    0.16944E+04    0.18945E+02   -0.43428E+02    0.11265E+07    0.25195E+03
   424    0.16996E+04    0.18826E+02   -0.44782E+02    0.11227E+07    0.24700E+03
   425    0.17051E+04    0.18705E+02   -0.46108E+02    0.11190E+07    0.24209E+03
   426    0.17109E+04    0.18581E+02   -0.47406E+02    0.11153E+07    0.23721E+03
   427    0.17169E+04    0.18453E+02   -0.48677E+02    0.11116E+07    0.23236E+03
   428    0.17232E+04    0.18323E+02   -0.49917E+02    0.11080E+07    0.22754E+03
   429    0.17297E+04    0.18191E+02   -0.51128E+02    0.11043E+07    0.22277E+03
   430    0.17366E+04    0.18056E+02   -0.52310E+02    0.11007E+07    0.21803E+03
   431    0.17437E+04    0.17918E+02   -0.53461E+02    0.10970E+07    0.21334E+03
   432    0.17509E+04    0.17777E+02   -0.54582E+02    0.10934E+07    0.20869E+03
   433    0.17584E+04    0.17635E+02   -0.55671E+02    0.10898E+07    0.20409E+03
   434    0.17661E+04    0.17490E+02   -0.56730E+02    0.10863E+07    0.19954E+03
   435    0.17740E+04    0.17343E+02   -0.57758E+02    0.10827E+07    0.19503E+03
   436    0.17822E+04    0.17194E+02   -0.58753E+02    0.10792E+07    0.19058E+03
   437    0.17905E+04    0.17042E+02   -0.59715E+02    0.10757E+07    0.18619E+03
   438    0.17990E+04    0.16889E+02   -0.60644E+02    0.10721E+07    0.18185E+03
   439    0.18078E+04    0.16734E+02   -0.61542E+02    0.10686E+07    0.17757E+03
   440    0.18167E+04    0.16577E+02   -0.62404E+02    0.10652E+07    0.17336E+03
   441    0.18258E+04    0.16417E+02   -0.63234E+02    0.10617E+07    0.16920E+03
   442    0.18350E+04    0.16256E+02   -0.64030E+02    0.10583E+07    0.16512E+03
   443    0.18444E+04    0.16094E+02   -0.64792E+02    0.10548E+07    0.16110E+03
   444    0.18539E+04    0.15930E+02   -0.65519E+02    0.10514E+07    0.15715E+03
   445    0.18636E+04    0.15764E+02   -0.66212E+02    0.10480E+07    0.15327E+03
   446    0.18734E+04    0.15598E+02   -0.66868E+02    0.10446E+07    0.14947E+03
   447    0.18833E+04    0.15430E+02   -0.67491E+02    0.10412E+07    0.14574E+03
   448    0.18933E+04    0.15260E+02   -0.68080E+02    0.10379E+07    0.14209E+03
   449    0.19034E+04    0.15090E+02   -0.68631E+02    0.10345E+07    0.13852E+03
   450    0.19137E+04    0.14920E+02   -0.69149E+02    0.10312E+07    0.13503E+03
   451    0.19241E+04    0.14747E+02   -0.69630E+02    0.10279E+07    0.13163E+03
   452    0.19345E+04    0.14575E+02   -0.70077E+02    0.10246E+07    0.12831E+03
   453    0.19451E+04    0.14402E+02   -0.70488E+02    0.10213E+07    0.12507E+03
   454    0.19556E+04    0.14228E+02   -0.70864E+02    0.10180E+07    0.12192E+03
   455    0.19663E+04    0.14054E+02   -0.71206E+02    0.10148E+07    0.11884E+03
   456    0.19771E+04    0.13878E+02   -0.71506E+02    0.10115E+07    0.11585E+03
   457    0.19878E+04    0.13704E+02   -0.71780E+02    0.10083E+07    0.11293E+03
   458    0.19986E+04    0.13528E+02   -0.72008E+02    0.10051E+07    0.11009E+03
   459    0.20095E+04    0.13354E+02   -0.72206E+02    0.10019E+07    0.10732E+03
   460    0.20204E+04    0.13178E+02   -0.72369E+02    0.99870E+06    0.10463E+03
   461    0.20313E+04    0.13003E+02   -0.72496E+02    0.99553E+06    0.10201E+03
   462    0.20423E+04    0.12827E+02   -0.72583E+02    0.99237E+06    0.99466E+02
   463    0.20532E+04    0.12653E+02   -0.72648E+02    0.98923E+06    0.96992E+02
   464    0.20641E+04    0.12479E+02   -0.72661E+02    0.98610E+06    0.94587E+02
   465    0.20750E+04    0.12305E+02   -0.72652E+02    0.98298E+06    0.92251E+02
   466    0.20860E+04    0.12132E+02   -0.72599E+02    0.97987E+06    0.89983E+02
   467    0.20969E+04    0.11959E+02   -0.72517E+02    0.97678E+06    0.87782E+02
   468    0.21078E+04    0.11788E+02   -0.72398E+02    0.97370E+06    0.85646E+02
   469    0.21187E+04    0.11616E+02   -0.72251E+02    0.97064E+06    0.83575E+02
   470    0.21296E+04    0.11446E+02   -0.72066E+02    0.96759E+06    0.81567E+02
   471    0.21403E+04    0.11278E+02   -0.71846E+02    0.96455E+06    0.79621E+02
   472    0.21511E+04    0.11111E+02   -0.71596E+02    0.96153E+06    0.77736E+02
   473    0.21618E+04    0.10944E+02   -0.71311E+02    0.95851E+06    0.75912E+02
   474    0.21724E+04    0.10780E+02   -0.70997E+02    0.95552E+06    0.74145E+02
   475    0.21831E+04    0.10616E+02   -0.70646E+02    0.95253E+06    0.72437E+02
   476    0.21936E+04    0.10455E+02   -0.70262E+02    0.94956E+06    0.70785E+02
   477    0.22040E+04    0.10295E+02   -0.69854E+02    0.94660E+06    0.69189E+02
   478    0.22143E+04    0.10136E+02   -0.69403E+02    0.94365E+06    0.67646E+02
   479    0.22246E+04    0.99798E+01   -0.68935E+02    0.94072E+06    0.66157E+02
   480    0.22347E+04    0.98255E+01   -0.68429E+02    0.93779E+06    0.64720E+02
   481    0.22448E+04    0.96732E+01   -0.67890E+02    0.93488E+06    0.63334E+02
   482    0.22549E+04    0.95235E+01   -0.67324E+02    0.93199E+06    0.61998E+02
   483    0.22647E+04    0.93757E+01   -0.66732E+02    0.92910E+06    0.60710E+02
   484    0.22743E+04    0.92307E+01   -0.66110E+02    0.92623E+06    0.59470E+02
   485    0.22840E+04    0.90875E+01   -0.65458E+02    0.92337E+06    0.58277E+02
   486    0.22935E+04    0.89477E+01   -0.64779E+02    0.92052E+06    0.57128E+02
   487    0.23029E+04    0.88106E+01   -0.64073E+02    0.91768E+06    0.56024E+02
   488    0.23120E+04    0.86755E+01   -0.63340E+02    0.91486E+06    0.54963E+02
   489    0.23211E+04    0.85437E+01   -0.62580E+02    0.91205E+06    0.53944E+02
   490    0.23301E+04    0.84154E+01   -0.61794E+02    0.90925E+06    0.52965E+02
   491    0.23388E+04    0.82897E+01   -0.60984E+02    0.90646E+06    0.52027E+02
   492    0.23474E+04    0.81674E+01   -0.60150E+02    0.90368E+06    0.51126E+02
   493    0.23559E+04    0.80470E+01   -0.59289E+02    0.90092E+06    0.50264E+02
   494    0.23642E+04    0.79316E+01   -0.58407E+02    0.89817E+06    0.49437E+02
   495    0.23723E+04    0.78188E+01   -0.57502E+02    0.89542E+06    0.48646E+02
   496    0.23802E+04    0.77101E+01   -0.56574E+02    0.89269E+06    0.47889E+02
   497    0.23880E+04    0.76049E+01   -0.55624E+02    0.88997E+06    0.47165E+02
   498    0.23955E+04    0.75023E+01   -0.54655E+02    0.88727E+06    0.46472E+02
   499    0.24030E+04    0.74046E+01   -0.53663E+02    0.88457E+06    0.45811E+02
   500    0.24102E+04    0.73096E+01   -0.52653E+02    0.88189E+06    0.45178E+02
   501    0.24171E+04    0.72194E+01   -0.51624E+02    0.87921E+06    0.44575E+02
   502    0.24240E+04    0.71334E+01   -0.50576E+02    0.87655E+06    0.43999E+02
   503    0.24306E+04    0.70508E+01   -0.49511E+02    0.87390E+06    0.43452E+02
   504    0.24370E+04    0.69723E+01   -0.48427E+02    0.87126E+06    0.42932E+02
   505    0.24433E+04    0.68986E+01   -0.47329E+02    0.86863E+06    0.42440E+02
   506    0.24492E+04    0.68292E+01   -0.46214E+02    0.86601E+06    0.41975E+02
   507    0.24551E+04    0.67637E+01   -0.45084E+02    0.86340E+06    0.41536E+02
   508    0.24606E+04    0.67031E+01   -0.43938E+02    0.86080E+06    0.41124E+02
   509    0.24660E+04    0.66466E+01   -0.42781E+02    0.85822E+06    0.40739E+02
   510    0.24711E+04    0.65946E+01   -0.41610E+02    0.85564E+06    0.40380E+02
   511    0.24761E+04    0.65470E+01   -0.40426E+02    0.85308E+06    0.40046E+02
   512    0.24807E+04    0.65042E+01   -0.39230E+02    0.85052E+06    0.39739E+02
   513    0.24853E+04    0.64659E+01   -0.38024E+02    0.84798E+06    0.39456E+02
   514    0.24895E+04    0.64324E+01   -0.36808E+02    0.84545E+06    0.39199E+02
   515    0.24936E+04    0.64036E+01   -0.35582E+02    0.84292E+06    0.38966E+02
   516    0.24974E+04    0.63796E+01   -0.34348E+02    0.84041E+06    0.38758E+02
   517    0.25009E+04    0.63605E+01   -0.33105E+02    0.83791E+06    0.38574E+02
   518    0.25042E+04    0.63462E+01   -0.31856E+02    0.83542E+06    0.38414E+02
   519    0.25074E+04    0.63368E+01   -0.30599E+02    0.83294E+06    0.38279E+02
   520    0.25103E+04    0.63324E+01   -0.29337E+02    0.83047E+06    0.38166E+02
   521    0.25129E+04    0.63329E+01   -0.28070E+02    0.82801E+06    0.38077E+02
   522    0.25153E+04    0.63385E+01   -0.26799E+02    0.82556E+06    0.38011E+02
   523    0.25175E+04    0.63492E+01   -0.25524E+02    0.82312E+06    0.37967E+02
   524    0.25195E+04    0.63648E+01   -0.24247E+02    0.82069E+06    0.37946E+02
   525    0.25211E+04    0.63856E+01   -0.22966E+02    0.81827E+06    0.37947E+02
   526    0.25225E+04    0.64114E+01   -0.21685E+02    0.81586E+06    0.37970E+02
   527    0.25239E+04    0.64424E+01   -0.20403E+02    0.81346E+06    0.38015E+02
   528    0.25249E+04    0.64785E+01   -0.19123E+02    0.81107E+06    0.38082E+02
   529    0.25257E+04    0.65199E+01   -0.17843E+02    0.80869E+06    0.38169E+02
   530    0.25261E+04    0.65665E+01   -0.16566E+02    0.80632E+06    0.38277E+02
   531    0.25266E+04    0.66181E+01   -0.15290E+02    0.80396E+06    0.38406E+02
   532    0.25267E+04    0.66751E+01   -0.14018E+02    0.80161E+06    0.38556E+02
   533    0.25265E+04    0.67372E+01   -0.12750E+02    0.79927E+06    0.38725E+02
   534    0.25261E+04    0.68046E+01   -0.11488E+02    0.79694E+06    0.38915E+02
   535    0.25254E+04    0.68773E+01   -0.10232E+02    0.79462E+06    0.39124E+02
   536    0.25246E+04    0.69551E+01   -0.89811E+01    0.79230E+06    0.39352E+02
   537    0.25236E+04    0.70381E+01   -0.77380E+01    0.79000E+06    0.39600E+02
   538    0.25222E+04    0.71265E+01   -0.65030E+01    0.78771E+06    0.39866E+02
   539    0.25207E+04    0.72199E+01   -0.52771E+01    0.78543E+06    0.40151E+02
   540    0.25190E+04    0.73188E+01   -0.40608E+01    0.78315E+06    0.40454E+02
   541    0.25170E+04    0.74226E+01   -0.28542E+01    0.78089E+06    0.40776E+02
   542    0.25148E+04    0.75317E+01   -0.16597E+01    0.77863E+06    0.41115E+02
   543    0.25124E+04    0.76461E+01   -0.47662E+00    0.77639E+06    0.41471E+02
   544    0.25098E+04    0.77656E+01    0.69388E+00    0.77415E+06    0.41845E+02
   545    0.25070E+04    0.78902E+01    0.18512E+01    0.77192E+06    0.42236E+02
   546    0.25039E+04    0.80196E+01    0.29944E+01    0.76971E+06    0.42644E+02
   547    0.25006E+04    0.81542E+01    0.41231E+01    0.76750E+06    0.43068E+02
   548    0.24972E+04    0.82938E+01    0.52361E+01    0.76530E+06    0.43509E+02
   549    0.24936E+04    0.84385E+01    0.63329E+01    0.76311E+06    0.43965E+02
   550    0.24897E+04    0.85882E+01    0.74128E+01    0.76092E+06    0.44437E+02
