#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177    0.51067E+04   -0.36988E+02    0.96173E-06   -0.36988E+02    0.82790E+00   -0.41530E-08    0.96173E-06   -0.41530E-08    0.21148E-11
   178    0.51300E+04   -0.36275E+02    0.94830E-06   -0.36275E+02    0.81674E+00   -0.40392E-08    0.94830E-06   -0.40392E-08    0.20799E-11
   179    0.51527E+04   -0.35534E+02    0.93512E-06   -0.35534E+02    0.80552E+00   -0.39266E-08    0.93512E-06   -0.39266E-08    0.20458E-11
   180    0.51751E+04   -0.34766E+02    0.92218E-06   -0.34766E+02    0.79448E+00   -0.38152E-08    0.92218E-06   -0.38152E-08    0.20124E-11
   181    0.51970E+04   -0.33972E+02    0.90948E-06   -0.33972E+02    0.78362E+00   -0.37050E-08    0.90948E-06   -0.37050E-08    0.19796E-11
   182    0.52183E+04   -0.33150E+02    0.89701E-06   -0.33150E+02    0.77300E+00   -0.35959E-08    0.89701E-06   -0.35959E-08    0.19475E-11
   183    0.52392E+04   -0.32302E+02    0.88476E-06   -0.32302E+02    0.76257E+00   -0.34881E-08    0.88476E-06   -0.34881E-08    0.19161E-11
   184    0.52596E+04   -0.31426E+02    0.87272E-06   -0.31426E+02    0.75239E+00   -0.33815E-08    0.87272E-06   -0.33815E-08    0.18854E-11
   185    0.52796E+04   -0.30526E+02    0.86090E-06   -0.30526E+02    0.74261E+00   -0.32760E-08    0.86090E-06   -0.32760E-08    0.18552E-11
   186    0.52987E+04   -0.29598E+02    0.84929E-06   -0.29598E+02    0.73310E+00   -0.31718E-08    0.84929E-06   -0.31718E-08    0.18257E-11
   187    0.53176E+04   -0.28643E+02    0.83788E-06   -0.28643E+02    0.72399E+00   -0.30688E-08    0.83788E-06   -0.30688E-08    0.17968E-11
   188    0.53360E+04   -0.27663E+02    0.82667E-06   -0.27663E+02    0.71528E+00   -0.29669E-08    0.82667E-06   -0.29669E-08    0.17685E-11
   189    0.53538E+04   -0.26658E+02    0.81565E-06   -0.26658E+02    0.70700E+00   -0.28663E-08    0.81565E-06   -0.28663E-08    0.17407E-11
   190    0.53714E+04   -0.25628E+02    0.80481E-06   -0.25628E+02    0.69921E+00   -0.27669E-08    0.80481E-06   -0.27669E-08    0.17135E-11
   191    0.53881E+04   -0.24571E+02    0.79415E-06   -0.24571E+02    0.69193E+00   -0.26686E-08    0.79415E-06   -0.26686E-08    0.16869E-11
   192    0.54044E+04   -0.23490E+02    0.78366E-06   -0.23490E+02    0.68518E+00   -0.25716E-08    0.78366E-06   -0.25716E-08    0.16608E-11
   193    0.54201E+04   -0.22385E+02    0.77335E-06   -0.22385E+02    0.67901E+00   -0.24758E-08    0.77335E-06   -0.24758E-08    0.16352E-11
   194    0.54354E+04   -0.21255E+02    0.76320E-06   -0.21255E+02    0.67346E+00   -0.23811E-08    0.76320E-06   -0.23811E-08    0.16101E-11
   195    0.54500E+04   -0.20102E+02    0.75320E-06   -0.20102E+02    0.66855E+00   -0.22877E-08    0.75320E-06   -0.22877E-08    0.15855E-11
   196    0.54641E+04   -0.18926E+02    0.74336E-06   -0.18926E+02    0.66434E+00   -0.21955E-08    0.74336E-06   -0.21955E-08    0.15613E-11
   197    0.54776E+04   -0.17727E+02    0.73366E-06   -0.17727E+02    0.66086E+00   -0.21045E-08    0.73366E-06   -0.21045E-08    0.15376E-11
   198    0.54907E+04   -0.16505E+02    0.72410E-06   -0.16505E+02    0.65814E+00   -0.20146E-08    0.72410E-06   -0.20146E-08    0.15144E-11
   199    0.55032E+04   -0.15260E+02    0.71468E-06   -0.15260E+02    0.65621E+00   -0.19260E-08    0.71468E-06   -0.19260E-08    0.14915E-11
   200    0.55151E+04   -0.13995E+02    0.70539E-06   -0.13995E+02    0.65512E+00   -0.18386E-08    0.70539E-06   -0.18386E-08    0.14691E-11
   201    0.55265E+04   -0.12707E+02    0.69622E-06   -0.12707E+02    0.65491E+00   -0.17524E-08    0.69622E-06   -0.17524E-08    0.14471E-11
   202    0.55373E+04   -0.11399E+02    0.68718E-06   -0.11399E+02    0.65560E+00   -0.16674E-08    0.68718E-06   -0.16674E-08    0.14255E-11
   203    0.55474E+04   -0.10069E+02    0.67826E-06   -0.10069E+02    0.65725E+00   -0.15836E-08    0.67826E-06   -0.15836E-08    0.14043E-11
   204    0.55569E+04   -0.87206E+01    0.66946E-06   -0.87206E+01    0.65988E+00   -0.15009E-08    0.66946E-06   -0.15009E-08    0.13834E-11
   205    0.55659E+04   -0.73520E+01    0.66078E-06   -0.73520E+01    0.66353E+00   -0.14194E-08    0.66078E-06   -0.14194E-08    0.13629E-11
   206    0.55742E+04   -0.59641E+01    0.65221E-06   -0.59641E+01    0.66823E+00   -0.13390E-08    0.65221E-06   -0.13390E-08    0.13428E-11
   207    0.55819E+04   -0.45575E+01    0.64376E-06   -0.45575E+01    0.67402E+00   -0.12597E-08    0.64376E-06   -0.12597E-08    0.13231E-11
   208    0.55889E+04   -0.31326E+01    0.63543E-06   -0.31326E+01    0.68094E+00   -0.11815E-08    0.63543E-06   -0.11815E-08    0.13037E-11
   209    0.55952E+04   -0.16900E+01    0.62721E-06   -0.16900E+01    0.68901E+00   -0.11044E-08    0.62721E-06   -0.11044E-08    0.12847E-11
   210    0.56010E+04   -0.23041E+00    0.61910E-06   -0.23041E+00    0.69829E+00   -0.10283E-08    0.61910E-06   -0.10283E-08    0.12660E-11
   211    0.56061E+04    0.12460E+01    0.61111E-06    0.12460E+01    0.70880E+00   -0.95334E-09    0.61111E-06   -0.95334E-09    0.12476E-11
   212    0.56105E+04    0.27382E+01    0.60322E-06    0.27382E+01    0.72057E+00   -0.87937E-09    0.60322E-06   -0.87937E-09    0.12296E-11
   213    0.56143E+04    0.42462E+01    0.59545E-06    0.42462E+01    0.73365E+00   -0.80643E-09    0.59545E-06   -0.80643E-09    0.12120E-11
   214    0.56175E+04    0.57689E+01    0.58778E-06    0.57689E+01    0.74804E+00   -0.73448E-09    0.58778E-06   -0.73448E-09    0.11946E-11
   215    0.56200E+04    0.73054E+01    0.58021E-06    0.73054E+01    0.76391E+00   -0.66352E-09    0.58021E-06   -0.66352E-09    0.11776E-11
   216    0.56219E+04    0.88563E+01    0.57276E-06    0.88563E+01    0.78109E+00   -0.59353E-09    0.57276E-06   -0.59353E-09    0.11609E-11
   217    0.56232E+04    0.10419E+02    0.56540E-06    0.10419E+02    0.79973E+00   -0.52450E-09    0.56540E-06   -0.52450E-09    0.11445E-11
   218    0.56238E+04    0.11995E+02    0.55815E-06    0.11995E+02    0.81983E+00   -0.45640E-09    0.55815E-06   -0.45640E-09    0.11284E-11
   219    0.56239E+04    0.13584E+02    0.55100E-06    0.13584E+02    0.84140E+00   -0.38923E-09    0.55100E-06   -0.38923E-09    0.11126E-11
   220    0.56233E+04    0.15182E+02    0.54394E-06    0.15182E+02    0.86457E+00   -0.32296E-09    0.54394E-06   -0.32296E-09    0.10971E-11
   221    0.56221E+04    0.16791E+02    0.53699E-06    0.16791E+02    0.88928E+00   -0.25759E-09    0.53699E-06   -0.25759E-09    0.10819E-11
   222    0.56203E+04    0.18410E+02    0.53013E-06    0.18410E+02    0.91567E+00   -0.19309E-09    0.53013E-06   -0.19309E-09    0.10670E-11
   223    0.56178E+04    0.20039E+02    0.52337E-06    0.20039E+02    0.94366E+00   -0.12945E-09    0.52337E-06   -0.12945E-09    0.10524E-11
   224    0.56148E+04    0.21675E+02    0.51670E-06    0.21675E+02    0.97326E+00   -0.66652E-10    0.51670E-06   -0.66652E-10    0.10380E-11
   225    0.56111E+04    0.23320E+02    0.51013E-06    0.23320E+02    0.10046E+01   -0.46849E-11    0.51013E-06   -0.46849E-11    0.10239E-11
   226    0.56068E+04    0.24971E+02    0.50365E-06    0.24971E+02    0.10377E+01    0.56470E-10    0.50365E-06    0.56470E-10    0.10100E-11
   227    0.56018E+04    0.26629E+02    0.49726E-06    0.26629E+02    0.10726E+01    0.11683E-09    0.49726E-06    0.11683E-09    0.99647E-12
   228    0.55963E+04    0.28293E+02    0.49095E-06    0.28293E+02    0.11092E+01    0.17640E-09    0.49095E-06    0.17640E-09    0.98313E-12
   229    0.55902E+04    0.29962E+02    0.48474E-06    0.29962E+02    0.11477E+01    0.23522E-09    0.48474E-06    0.23522E-09    0.97005E-12
   230    0.55834E+04    0.31635E+02    0.47861E-06    0.31635E+02    0.11879E+01    0.29328E-09    0.47861E-06    0.29328E-09    0.95721E-12
   231    0.55760E+04    0.33312E+02    0.47257E-06    0.33312E+02    0.12301E+01    0.35061E-09    0.47257E-06    0.35061E-09    0.94460E-12
   232    0.55680E+04    0.34992E+02    0.46661E-06    0.34992E+02    0.12741E+01    0.40722E-09    0.46661E-06    0.40722E-09    0.93222E-12
   233    0.55594E+04    0.36673E+02    0.46073E-06    0.36673E+02    0.13201E+01    0.46312E-09    0.46073E-06    0.46312E-09    0.92006E-12
   234    0.55500E+04    0.38356E+02    0.45494E-06    0.38356E+02    0.13681E+01    0.51835E-09    0.45494E-06    0.51835E-09    0.90813E-12
   235    0.55401E+04    0.40039E+02    0.44922E-06    0.40039E+02    0.14180E+01    0.57290E-09    0.44922E-06    0.57290E-09    0.89641E-12
   236    0.55296E+04    0.41723E+02    0.44359E-06    0.41723E+02    0.14699E+01    0.62679E-09    0.44359E-06    0.62679E-09    0.88490E-12
   237    0.55184E+04    0.43405E+02    0.43803E-06    0.43405E+02    0.15238E+01    0.68005E-09    0.43803E-06    0.68005E-09    0.87359E-12
   238    0.55067E+04    0.45086E+02    0.43255E-06    0.45086E+02    0.15799E+01    0.73269E-09    0.43255E-06    0.73269E-09    0.86248E-12
   239    0.54944E+04    0.46765E+02    0.42714E-06    0.46765E+02    0.16379E+01    0.78471E-09    0.42714E-06    0.78471E-09    0.85156E-12
   240    0.54813E+04    0.48439E+02    0.42181E-06    0.48439E+02    0.16980E+01    0.83615E-09    0.42181E-06    0.83615E-09    0.84083E-12
   241    0.54679E+04    0.50110E+02    0.41655E-06    0.50110E+02    0.17602E+01    0.88701E-09    0.41655E-06    0.88701E-09    0.83028E-12
   242    0.54538E+04    0.51777E+02    0.41136E-06    0.51777E+02    0.18245E+01    0.93731E-09    0.41136E-06    0.93731E-09    0.81991E-12
   243    0.54391E+04    0.53438E+02    0.40623E-06    0.53438E+02    0.18910E+01    0.98706E-09    0.40623E-06    0.98706E-09    0.80970E-12
   244    0.54238E+04    0.55094E+02    0.40118E-06    0.55094E+02    0.19597E+01    0.10363E-08    0.40118E-06    0.10363E-08    0.79967E-12
   245    0.54079E+04    0.56741E+02    0.39620E-06    0.56741E+02    0.20305E+01    0.10850E-08    0.39620E-06    0.10850E-08    0.78979E-12
   246    0.53915E+04    0.58382E+02    0.39128E-06    0.58382E+02    0.21035E+01    0.11332E-08    0.39128E-06    0.11332E-08    0.78007E-12
   247    0.53746E+04    0.60014E+02    0.38642E-06    0.60014E+02    0.21786E+01    0.11809E-08    0.38642E-06    0.11809E-08    0.77050E-12
   248    0.53570E+04    0.61637E+02    0.38163E-06    0.61637E+02    0.22562E+01    0.12282E-08    0.38163E-06    0.12282E-08    0.76107E-12
   249    0.53390E+04    0.63250E+02    0.37690E-06    0.63250E+02    0.23357E+01    0.12750E-08    0.37690E-06    0.12750E-08    0.75178E-12
   250    0.53205E+04    0.64852E+02    0.37223E-06    0.64852E+02    0.24177E+01    0.13214E-08    0.37223E-06    0.13214E-08    0.74262E-12
   251    0.53014E+04    0.66443E+02    0.36762E-06    0.66443E+02    0.25018E+01    0.13674E-08    0.36762E-06    0.13674E-08    0.73359E-12
   252    0.52817E+04    0.68023E+02    0.36307E-06    0.68023E+02    0.25882E+01    0.14129E-08    0.36307E-06    0.14129E-08    0.72469E-12
   253    0.52617E+04    0.69588E+02    0.35858E-06    0.69588E+02    0.26767E+01    0.14581E-08    0.35858E-06    0.14581E-08    0.71592E-12
   254    0.52411E+04    0.71141E+02    0.35414E-06    0.71141E+02    0.27676E+01    0.15028E-08    0.35414E-06    0.15028E-08    0.70726E-12
   255    0.52200E+04    0.72679E+02    0.34976E-06    0.72679E+02    0.28607E+01    0.15470E-08    0.34976E-06    0.15470E-08    0.69873E-12
   256    0.51985E+04    0.74205E+02    0.34544E-06    0.74205E+02    0.29562E+01    0.15909E-08    0.34544E-06    0.15909E-08    0.69033E-12
   257    0.51764E+04    0.75708E+02    0.34117E-06    0.75708E+02    0.30537E+01    0.16344E-08    0.34117E-06    0.16344E-08    0.68204E-12
   258    0.51539E+04    0.77203E+02    0.33696E-06    0.77203E+02    0.31536E+01    0.16774E-08    0.33696E-06    0.16774E-08    0.67386E-12
   259    0.51310E+04    0.78674E+02    0.33280E-06    0.78674E+02    0.32557E+01    0.17200E-08    0.33280E-06    0.17200E-08    0.66581E-12
   260    0.51076E+04    0.80135E+02    0.32870E-06    0.80135E+02    0.33600E+01    0.17621E-08    0.32870E-06    0.17621E-08    0.65787E-12
   261    0.50838E+04    0.81566E+02    0.32464E-06    0.81566E+02    0.34666E+01    0.18039E-08    0.32464E-06    0.18039E-08    0.65004E-12
   262    0.50594E+04    0.82987E+02    0.32064E-06    0.82987E+02    0.35754E+01    0.18452E-08    0.32064E-06    0.18452E-08    0.64233E-12
   263    0.50349E+04    0.84393E+02    0.31669E-06    0.84393E+02    0.36865E+01    0.18861E-08    0.31669E-06    0.18861E-08    0.63473E-12
   264    0.50098E+04    0.85774E+02    0.31280E-06    0.85774E+02    0.37997E+01    0.19266E-08    0.31280E-06    0.19266E-08    0.62724E-12
   265    0.49842E+04    0.87124E+02    0.30895E-06    0.87124E+02    0.39151E+01    0.19666E-08    0.30895E-06    0.19666E-08    0.61985E-12
   266    0.49582E+04    0.88465E+02    0.30515E-06    0.88465E+02    0.40328E+01    0.20062E-08    0.30515E-06    0.20062E-08    0.61257E-12
   267    0.49318E+04    0.89775E+02    0.30140E-06    0.89775E+02    0.41526E+01    0.20454E-08    0.30140E-06    0.20454E-08    0.60540E-12
   268    0.49050E+04    0.91069E+02    0.29770E-06    0.91069E+02    0.42746E+01    0.20842E-08    0.29770E-06    0.20842E-08    0.59833E-12
   269    0.48777E+04    0.92339E+02    0.29404E-06    0.92339E+02    0.43988E+01    0.21225E-08    0.29404E-06    0.21225E-08    0.59137E-12
   270    0.48502E+04    0.93585E+02    0.29043E-06    0.93585E+02    0.45250E+01    0.21604E-08    0.29043E-06    0.21604E-08    0.58450E-12
   271    0.48223E+04    0.94807E+02    0.28687E-06    0.94807E+02    0.46533E+01    0.21979E-08    0.28687E-06    0.21979E-08    0.57774E-12
   272    0.47941E+04    0.95999E+02    0.28336E-06    0.95999E+02    0.47839E+01    0.22349E-08    0.28336E-06    0.22349E-08    0.57107E-12
   273    0.47655E+04    0.97174E+02    0.27988E-06    0.97174E+02    0.49163E+01    0.22715E-08    0.27988E-06    0.22715E-08    0.56450E-12
   274    0.47366E+04    0.98310E+02    0.27646E-06    0.98310E+02    0.50510E+01    0.23077E-08    0.27646E-06    0.23077E-08    0.55803E-12
   275    0.47074E+04    0.99430E+02    0.27307E-06    0.99430E+02    0.51875E+01    0.23434E-08    0.27307E-06    0.23434E-08    0.55164E-12
   276    0.46780E+04    0.10051E+03    0.26973E-06    0.10051E+03    0.53260E+01    0.23787E-08    0.26973E-06    0.23787E-08    0.54536E-12
   277    0.46481E+04    0.10158E+03    0.26644E-06    0.10158E+03    0.54666E+01    0.24136E-08    0.26644E-06    0.24136E-08    0.53916E-12
   278    0.46180E+04    0.10260E+03    0.26318E-06    0.10260E+03    0.56091E+01    0.24480E-08    0.26318E-06    0.24480E-08    0.53306E-12
   279    0.45876E+04    0.10360E+03    0.25996E-06    0.10360E+03    0.57534E+01    0.24820E-08    0.25996E-06    0.24820E-08    0.52704E-12
   280    0.45569E+04    0.10458E+03    0.25679E-06    0.10458E+03    0.58997E+01    0.25156E-08    0.25679E-06    0.25156E-08    0.52111E-12
   281    0.45262E+04    0.10552E+03    0.25365E-06    0.10552E+03    0.60478E+01    0.25487E-08    0.25365E-06    0.25487E-08    0.51526E-12
   282    0.44949E+04    0.10643E+03    0.25055E-06    0.10643E+03    0.61976E+01    0.25814E-08    0.25055E-06    0.25814E-08    0.50950E-12
   283    0.44636E+04    0.10731E+03    0.24749E-06    0.10731E+03    0.63493E+01    0.26136E-08    0.24749E-06    0.26136E-08    0.50382E-12
   284    0.44320E+04    0.10816E+03    0.24447E-06    0.10816E+03    0.65027E+01    0.26455E-08    0.24447E-06    0.26455E-08    0.49823E-12
   285    0.44003E+04    0.10898E+03    0.24149E-06    0.10898E+03    0.66579E+01    0.26768E-08    0.24149E-06    0.26768E-08    0.49271E-12
   286    0.43682E+04    0.10975E+03    0.23854E-06    0.10975E+03    0.68147E+01    0.27078E-08    0.23854E-06    0.27078E-08    0.48727E-12
   287    0.43360E+04    0.11051E+03    0.23563E-06    0.11051E+03    0.69731E+01    0.27382E-08    0.23563E-06    0.27382E-08    0.48191E-12
   288    0.43036E+04    0.11123E+03    0.23275E-06    0.11123E+03    0.71332E+01    0.27683E-08    0.23275E-06    0.27683E-08    0.47663E-12
   289    0.42710E+04    0.11191E+03    0.22991E-06    0.11191E+03    0.72948E+01    0.27979E-08    0.22991E-06    0.27979E-08    0.47142E-12
   290    0.42383E+04    0.11257E+03    0.22710E-06    0.11257E+03    0.74577E+01    0.28271E-08    0.22710E-06    0.28271E-08    0.46628E-12
   291    0.42055E+04    0.11317E+03    0.22432E-06    0.11317E+03    0.76228E+01    0.28558E-08    0.22432E-06    0.28558E-08    0.46121E-12
   292    0.41723E+04    0.11376E+03    0.22158E-06    0.11376E+03    0.77889E+01    0.28841E-08    0.22158E-06    0.28841E-08    0.45622E-12
   293    0.41392E+04    0.11430E+03    0.21887E-06    0.11430E+03    0.79556E+01    0.29119E-08    0.21887E-06    0.29119E-08    0.45129E-12
   294    0.41058E+04    0.11481E+03    0.21618E-06    0.11481E+03    0.81244E+01    0.29393E-08    0.21618E-06    0.29393E-08    0.44643E-12
   295    0.40726E+04    0.11529E+03    0.21353E-06    0.11529E+03    0.82939E+01    0.29662E-08    0.21353E-06    0.29662E-08    0.44164E-12
   296    0.40390E+04    0.11572E+03    0.21091E-06    0.11572E+03    0.84654E+01    0.29927E-08    0.21091E-06    0.29927E-08    0.43691E-12
   297    0.40055E+04    0.11613E+03    0.20832E-06    0.11613E+03    0.86369E+01    0.30187E-08    0.20832E-06    0.30187E-08    0.43224E-12
   298    0.39717E+04    0.11650E+03    0.20576E-06    0.11650E+03    0.88104E+01    0.30443E-08    0.20576E-06    0.30443E-08    0.42764E-12
   299    0.39380E+04    0.11682E+03    0.20322E-06    0.11682E+03    0.89853E+01    0.30695E-08    0.20322E-06    0.30695E-08    0.42309E-12
   300    0.39041E+04    0.11711E+03    0.20071E-06    0.11711E+03    0.91600E+01    0.30942E-08    0.20071E-06    0.30942E-08    0.41861E-12
   301    0.38702E+04    0.11736E+03    0.19823E-06    0.11736E+03    0.93361E+01    0.31184E-08    0.19823E-06    0.31184E-08    0.41418E-12
   302    0.38363E+04    0.11759E+03    0.19577E-06    0.11759E+03    0.95128E+01    0.31422E-08    0.19577E-06    0.31422E-08    0.40981E-12
   303    0.38024E+04    0.11776E+03    0.19334E-06    0.11776E+03    0.96908E+01    0.31656E-08    0.19334E-06    0.31656E-08    0.40549E-12
   304    0.37684E+04    0.11790E+03    0.19094E-06    0.11790E+03    0.98702E+01    0.31885E-08    0.19094E-06    0.31885E-08    0.40123E-12
   305    0.37344E+04    0.11800E+03    0.18856E-06    0.11800E+03    0.10049E+02    0.32109E-08    0.18856E-06    0.32109E-08    0.39703E-12
   306    0.37004E+04    0.11807E+03    0.18621E-06    0.11807E+03    0.10229E+02    0.32328E-08    0.18621E-06    0.32328E-08    0.39288E-12
   307    0.36665E+04    0.11808E+03    0.18388E-06    0.11808E+03    0.10410E+02    0.32542E-08    0.18388E-06    0.32542E-08    0.38878E-12
   308    0.36325E+04    0.11808E+03    0.18158E-06    0.11808E+03    0.10592E+02    0.32752E-08    0.18158E-06    0.32752E-08    0.38474E-12
   309    0.35987E+04    0.11802E+03    0.17930E-06    0.11802E+03    0.10774E+02    0.32957E-08    0.17930E-06    0.32957E-08    0.38075E-12
   310    0.35648E+04    0.11794E+03    0.17705E-06    0.11794E+03    0.10955E+02    0.33156E-08    0.17705E-06    0.33156E-08    0.37681E-12
   311    0.35310E+04    0.11780E+03    0.17482E-06    0.11780E+03    0.11139E+02    0.33351E-08    0.17482E-06    0.33351E-08    0.37292E-12
   312    0.34974E+04    0.11764E+03    0.17262E-06    0.11764E+03    0.11321E+02    0.33541E-08    0.17262E-06    0.33541E-08    0.36909E-12
   313    0.34637E+04    0.11743E+03    0.17044E-06    0.11743E+03    0.11504E+02    0.33725E-08    0.17044E-06    0.33725E-08    0.36530E-12
   314    0.34302E+04    0.11720E+03    0.16829E-06    0.11720E+03    0.11688E+02    0.33904E-08    0.16829E-06    0.33904E-08    0.36156E-12
   315    0.33967E+04    0.11691E+03    0.16616E-06    0.11691E+03    0.11871E+02    0.34079E-08    0.16616E-06    0.34079E-08    0.35787E-12
   316    0.33634E+04    0.11659E+03    0.16406E-06    0.11659E+03    0.12054E+02    0.34247E-08    0.16406E-06    0.34247E-08    0.35423E-12
   317    0.33301E+04    0.11624E+03    0.16198E-06    0.11624E+03    0.12237E+02    0.34411E-08    0.16198E-06    0.34411E-08    0.35064E-12
   318    0.32970E+04    0.11584E+03    0.15992E-06    0.11584E+03    0.12420E+02    0.34569E-08    0.15992E-06    0.34569E-08    0.34709E-12
